_comparatorDate,_labourCategory,_previousMonth,_previousYear,Age group,Date,Labour force characteristics,Sex,_valueConnector,Value
March 2018,M,2019-02-01,2018-03-01,55 years and over,2019-03-01,Participation Rate,Males,43.3,43.3
April 2018,M,2019-03-01,2018-04-01,55 years and over,2019-04-01,Participation Rate,Males,43.4,43.4
May 2018,M,2019-04-01,2018-05-01,55 years and over,2019-05-01,Participation Rate,Males,43.4,43.4
June 2018,M,2019-05-01,2018-06-01,55 years and over,2019-06-01,Participation Rate,Males,43.6,43.6
July 2018,M,2019-06-01,2018-07-01,55 years and over,2019-07-01,Participation Rate,Males,43.5,43.5
August 2018,M,2019-07-01,2018-08-01,55 years and over,2019-08-01,Participation Rate,Males,43.4,43.4
September 2018,M,2019-08-01,2018-09-01,55 years and over,2019-09-01,Participation Rate,Males,42.6,42.6
October 2018,M,2019-09-01,2018-10-01,55 years and over,2019-10-01,Participation Rate,Males,42.2,42.2
November 2018,M,2019-10-01,2018-11-01,55 years and over,2019-11-01,Participation Rate,Males,42.6,42.6
December 2018,M,2019-11-01,2018-12-01,55 years and over,2019-12-01,Participation Rate,Males,43.2,43.2
January 2019,M,2019-12-01,2019-01-01,55 years and over,2020-01-01,Participation Rate,Males,44,44
February 2019,M,2020-01-01,2019-02-01,55 years and over,2020-02-01,Participation Rate,Males,44.2,44.2
March 2019,M,2020-02-01,2019-03-01,55 years and over,2020-03-01,Participation Rate,Males,44.3,44.3
April 2019,M,2020-03-01,2019-04-01,55 years and over,2020-04-01,Participation Rate,Males,44.3,44.3
May 2019,M,2020-04-01,2019-05-01,55 years and over,2020-05-01,Participation Rate,Males,44.1,44.1
June 2019,M,2020-05-01,2019-06-01,55 years and over,2020-06-01,Participation Rate,Males,44.8,44.8
July 2019,M,2020-06-01,2019-07-01,55 years and over,2020-07-01,Participation Rate,Males,45,45
August 2019,M,2020-07-01,2019-08-01,55 years and over,2020-08-01,Participation Rate,Males,45.6,45.6
September 2019,M,2020-08-01,2019-09-01,55 years and over,2020-09-01,Participation Rate,Males,45.1,45.1
October 2019,M,2020-09-01,2019-10-01,55 years and over,2020-10-01,Participation Rate,Males,44.6,44.6
November 2019,M,2020-10-01,2019-11-01,55 years and over,2020-11-01,Participation Rate,Males,43.7,43.7
December 2019,M,2020-11-01,2019-12-01,55 years and over,2020-12-01,Participation Rate,Males,43.5,43.5
January 2020,M,2020-12-01,2020-01-01,55 years and over,2021-01-01,Participation Rate,Males,44.2,44.2
February 2020,M,2021-01-01,2020-02-01,55 years and over,2021-02-01,Participation Rate,Males,44.3,44.3
March 2020,M,2021-02-01,2020-03-01,55 years and over,2021-03-01,Participation Rate,Males,45,45
April 2020,M,2021-03-01,2020-04-01,55 years and over,2021-04-01,Participation Rate,Males,45,45
May 2020,M,2021-04-01,2020-05-01,55 years and over,2021-05-01,Participation Rate,Males,44.8,44.8
June 2020,M,2021-05-01,2020-06-01,55 years and over,2021-06-01,Participation Rate,Males,44,44
July 2020,M,2021-06-01,2020-07-01,55 years and over,2021-07-01,Participation Rate,Males,43.3,43.3
August 2020,M,2021-07-01,2020-08-01,55 years and over,2021-08-01,Participation Rate,Males,43.4,43.4
September 2020,M,2021-08-01,2020-09-01,55 years and over,2021-09-01,Participation Rate,Males,42.5,42.5
October 2020,M,2021-09-01,2020-10-01,55 years and over,2021-10-01,Participation Rate,Males,42.1,42.1
November 2020,M,2021-10-01,2020-11-01,55 years and over,2021-11-01,Participation Rate,Males,41.6,41.6
December 2020,M,2021-11-01,2020-12-01,55 years and over,2021-12-01,Participation Rate,Males,41.7,41.7
January 2021,M,2021-12-01,2021-01-01,55 years and over,2022-01-01,Participation Rate,Males,41.2,41.2
February 2021,M,2022-01-01,2021-02-01,55 years and over,2022-02-01,Participation Rate,Males,40.9,40.9
March 2021,M,2022-02-01,2021-03-01,55 years and over,2022-03-01,Participation Rate,Males,41.3,41.3
May 2006,M,2007-04-01,2006-05-01,All working ages (15+),2007-05-01,Participation Rate,Males,73.4,73.4
June 2006,M,2007-05-01,2006-06-01,All working ages (15+),2007-06-01,Participation Rate,Males,74,74
July 2006,M,2007-06-01,2006-07-01,All working ages (15+),2007-07-01,Participation Rate,Males,75.1,75.1
August 2006,M,2007-07-01,2006-08-01,All working ages (15+),2007-08-01,Participation Rate,Males,75.6,75.6
September 2006,M,2007-08-01,2006-09-01,All working ages (15+),2007-09-01,Participation Rate,Males,76.3,76.3
October 2006,M,2007-09-01,2006-10-01,All working ages (15+),2007-10-01,Participation Rate,Males,75.5,75.5
November 2006,M,2007-10-01,2006-11-01,All working ages (15+),2007-11-01,Participation Rate,Males,74.2,74.2
December 2006,M,2007-11-01,2006-12-01,All working ages (15+),2007-12-01,Participation Rate,Males,73.6,73.6
January 2007,M,2007-12-01,2007-01-01,All working ages (15+),2008-01-01,Participation Rate,Males,72.8,72.8
February 2007,M,2008-01-01,2007-02-01,All working ages (15+),2008-02-01,Participation Rate,Males,72.3,72.3
March 2007,M,2008-02-01,2007-03-01,All working ages (15+),2008-03-01,Participation Rate,Males,71.8,71.8
April 2007,M,2008-03-01,2007-04-01,All working ages (15+),2008-04-01,Participation Rate,Males,71.6,71.6
May 2007,M,2008-04-01,2007-05-01,All working ages (15+),2008-05-01,Participation Rate,Males,72.3,72.3
June 2007,M,2008-05-01,2007-06-01,All working ages (15+),2008-06-01,Participation Rate,Males,73.2,73.2
July 2007,M,2008-06-01,2007-07-01,All working ages (15+),2008-07-01,Participation Rate,Males,74.2,74.2
August 2007,M,2008-07-01,2007-08-01,All working ages (15+),2008-08-01,Participation Rate,Males,74.4,74.4
September 2007,M,2008-08-01,2007-09-01,All working ages (15+),2008-09-01,Participation Rate,Males,74.1,74.1
October 2007,M,2008-09-01,2007-10-01,All working ages (15+),2008-10-01,Participation Rate,Males,74,74
November 2007,M,2008-10-01,2007-11-01,All working ages (15+),2008-11-01,Participation Rate,Males,74.3,74.3
December 2007,M,2008-11-01,2007-12-01,All working ages (15+),2008-12-01,Participation Rate,Males,74.4,74.4
January 2008,M,2008-12-01,2008-01-01,All working ages (15+),2009-01-01,Participation Rate,Males,74,74
February 2008,M,2009-01-01,2008-02-01,All working ages (15+),2009-02-01,Participation Rate,Males,73.6,73.6
March 2008,M,2009-02-01,2008-03-01,All working ages (15+),2009-03-01,Participation Rate,Males,73.2,73.2
April 2008,M,2009-03-01,2008-04-01,All working ages (15+),2009-04-01,Participation Rate,Males,73.3,73.3
May 2008,M,2009-04-01,2008-05-01,All working ages (15+),2009-05-01,Participation Rate,Males,74.2,74.2
June 2008,M,2009-05-01,2008-06-01,All working ages (15+),2009-06-01,Participation Rate,Males,74.9,74.9
August 2009,M,2010-07-01,2009-08-01,All working ages (15+),2010-08-01,Participation Rate,Males,76.5,76.5
September 2009,M,2010-08-01,2009-09-01,All working ages (15+),2010-09-01,Participation Rate,Males,76,76
October 2009,M,2010-09-01,2009-10-01,All working ages (15+),2010-10-01,Participation Rate,Males,74.6,74.6
November 2009,M,2010-10-01,2009-11-01,All working ages (15+),2010-11-01,Participation Rate,Males,73.9,73.9
December 2009,M,2010-11-01,2009-12-01,All working ages (15+),2010-12-01,Participation Rate,Males,73.5,73.5
January 2010,M,2010-12-01,2010-01-01,All working ages (15+),2011-01-01,Participation Rate,Males,73.4,73.4
February 2010,M,2011-01-01,2010-02-01,All working ages (15+),2011-02-01,Participation Rate,Males,72.9,72.9
March 2010,M,2011-02-01,2010-03-01,All working ages (15+),2011-03-01,Participation Rate,Males,72.4,72.4
April 2010,M,2011-03-01,2010-04-01,All working ages (15+),2011-04-01,Participation Rate,Males,72.5,72.5
May 2010,M,2011-04-01,2010-05-01,All working ages (15+),2011-05-01,Participation Rate,Males,73.7,73.7
June 2010,M,2011-05-01,2010-06-01,All working ages (15+),2011-06-01,Participation Rate,Males,74.7,74.7
July 2010,M,2011-06-01,2010-07-01,All working ages (15+),2011-07-01,Participation Rate,Males,76,76
August 2010,M,2011-07-01,2010-08-01,All working ages (15+),2011-08-01,Participation Rate,Males,76.6,76.6
September 2010,M,2011-08-01,2010-09-01,All working ages (15+),2011-09-01,Participation Rate,Males,76,76
October 2010,M,2011-09-01,2010-10-01,All working ages (15+),2011-10-01,Participation Rate,Males,74.2,74.2
November 2010,M,2011-10-01,2010-11-01,All working ages (15+),2011-11-01,Participation Rate,Males,72.6,72.6
December 2010,M,2011-11-01,2010-12-01,All working ages (15+),2011-12-01,Participation Rate,Males,71.9,71.9
January 2011,M,2011-12-01,2011-01-01,All working ages (15+),2012-01-01,Participation Rate,Males,71.9,71.9
February 2011,M,2012-01-01,2011-02-01,All working ages (15+),2012-02-01,Participation Rate,Males,72,72
March 2011,M,2012-02-01,2011-03-01,All working ages (15+),2012-03-01,Participation Rate,Males,72,72
April 2011,M,2012-03-01,2011-04-01,All working ages (15+),2012-04-01,Participation Rate,Males,72.2,72.2
May 2011,M,2012-04-01,2011-05-01,All working ages (15+),2012-05-01,Participation Rate,Males,72.8,72.8
June 2011,M,2012-05-01,2011-06-01,All working ages (15+),2012-06-01,Participation Rate,Males,73.4,73.4
July 2011,M,2012-06-01,2011-07-01,All working ages (15+),2012-07-01,Participation Rate,Males,74.1,74.1
August 2011,M,2012-07-01,2011-08-01,All working ages (15+),2012-08-01,Participation Rate,Males,74.5,74.5
September 2011,M,2012-08-01,2011-09-01,All working ages (15+),2012-09-01,Participation Rate,Males,73.9,73.9
October 2011,M,2012-09-01,2011-10-01,All working ages (15+),2012-10-01,Participation Rate,Males,73.3,73.3
November 2011,M,2012-10-01,2011-11-01,All working ages (15+),2012-11-01,Participation Rate,Males,72,72
December 2011,M,2012-11-01,2011-12-01,All working ages (15+),2012-12-01,Participation Rate,Males,71.8,71.8
January 2012,M,2012-12-01,2012-01-01,All working ages (15+),2013-01-01,Participation Rate,Males,71.7,71.7
February 2012,M,2013-01-01,2012-02-01,All working ages (15+),2013-02-01,Participation Rate,Males,71.8,71.8
March 2012,M,2013-02-01,2012-03-01,All working ages (15+),2013-03-01,Participation Rate,Males,72.1,72.1
April 2012,M,2013-03-01,2012-04-01,All working ages (15+),2013-04-01,Participation Rate,Males,72.3,72.3
May 2012,M,2013-04-01,2012-05-01,All working ages (15+),2013-05-01,Participation Rate,Males,72.8,72.8
June 2012,M,2013-05-01,2012-06-01,All working ages (15+),2013-06-01,Participation Rate,Males,73.9,73.9
July 2012,M,2013-06-01,2012-07-01,All working ages (15+),2013-07-01,Participation Rate,Males,74.2,74.2
August 2012,M,2013-07-01,2012-08-01,All working ages (15+),2013-08-01,Participation Rate,Males,74.5,74.5
September 2012,M,2013-08-01,2012-09-01,All working ages (15+),2013-09-01,Participation Rate,Males,74,74
October 2012,M,2013-09-01,2012-10-01,All working ages (15+),2013-10-01,Participation Rate,Males,74,74
November 2012,M,2013-10-01,2012-11-01,All working ages (15+),2013-11-01,Participation Rate,Males,73.8,73.8
December 2012,M,2013-11-01,2012-12-01,All working ages (15+),2013-12-01,Participation Rate,Males,73.7,73.7
January 2013,M,2013-12-01,2013-01-01,All working ages (15+),2014-01-01,Participation Rate,Males,72.8,72.8
February 2013,M,2014-01-01,2013-02-01,All working ages (15+),2014-02-01,Participation Rate,Males,72.4,72.4
March 2013,M,2014-02-01,2013-03-01,All working ages (15+),2014-03-01,Participation Rate,Males,71.8,71.8
April 2013,M,2014-03-01,2013-04-01,All working ages (15+),2014-04-01,Participation Rate,Males,72,72
May 2013,M,2014-04-01,2013-05-01,All working ages (15+),2014-05-01,Participation Rate,Males,72,72
June 2013,M,2014-05-01,2013-06-01,All working ages (15+),2014-06-01,Participation Rate,Males,72.5,72.5
July 2013,M,2014-06-01,2013-07-01,All working ages (15+),2014-07-01,Participation Rate,Males,73.5,73.5
August 2013,M,2014-07-01,2013-08-01,All working ages (15+),2014-08-01,Participation Rate,Males,73.7,73.7
September 2013,M,2014-08-01,2013-09-01,All working ages (15+),2014-09-01,Participation Rate,Males,73.8,73.8
October 2013,M,2014-09-01,2013-10-01,All working ages (15+),2014-10-01,Participation Rate,Males,74,74
November 2013,M,2014-10-01,2013-11-01,All working ages (15+),2014-11-01,Participation Rate,Males,74.3,74.3
December 2013,M,2014-11-01,2013-12-01,All working ages (15+),2014-12-01,Participation Rate,Males,74.6,74.6
January 2014,M,2014-12-01,2014-01-01,All working ages (15+),2015-01-01,Participation Rate,Males,73.7,73.7
February 2014,M,2015-01-01,2014-02-01,All working ages (15+),2015-02-01,Participation Rate,Males,72.7,72.7
March 2014,M,2015-02-01,2014-03-01,All working ages (15+),2015-03-01,Participation Rate,Males,71.7,71.7
April 2014,M,2015-03-01,2014-04-01,All working ages (15+),2015-04-01,Participation Rate,Males,71,71
May 2014,M,2015-04-01,2014-05-01,All working ages (15+),2015-05-01,Participation Rate,Males,71.1,71.1
June 2014,M,2015-05-01,2014-06-01,All working ages (15+),2015-06-01,Participation Rate,Males,71.4,71.4
July 2014,M,2015-06-01,2014-07-01,All working ages (15+),2015-07-01,Participation Rate,Males,72.4,72.4
August 2014,M,2015-07-01,2014-08-01,All working ages (15+),2015-08-01,Participation Rate,Males,73.2,73.2
September 2014,M,2015-08-01,2014-09-01,All working ages (15+),2015-09-01,Participation Rate,Males,73.6,73.6
October 2014,M,2015-09-01,2014-10-01,All working ages (15+),2015-10-01,Participation Rate,Males,72.7,72.7
November 2014,M,2015-10-01,2014-11-01,All working ages (15+),2015-11-01,Participation Rate,Males,71.7,71.7
December 2014,M,2015-11-01,2014-12-01,All working ages (15+),2015-12-01,Participation Rate,Males,71,71
January 2015,M,2015-12-01,2015-01-01,All working ages (15+),2016-01-01,Participation Rate,Males,70.7,70.7
February 2015,M,2016-01-01,2015-02-01,All working ages (15+),2016-02-01,Participation Rate,Males,70.2,70.2
March 2015,M,2016-02-01,2015-03-01,All working ages (15+),2016-03-01,Participation Rate,Males,69.9,69.9
April 2015,M,2016-03-01,2015-04-01,All working ages (15+),2016-04-01,Participation Rate,Males,70.2,70.2
May 2015,M,2016-04-01,2015-05-01,All working ages (15+),2016-05-01,Participation Rate,Males,70.5,70.5
June 2015,M,2016-05-01,2015-06-01,All working ages (15+),2016-06-01,Participation Rate,Males,71,71
July 2015,M,2016-06-01,2015-07-01,All working ages (15+),2016-07-01,Participation Rate,Males,71.9,71.9
August 2015,M,2016-07-01,2015-08-01,All working ages (15+),2016-08-01,Participation Rate,Males,72.9,72.9
September 2015,M,2016-08-01,2015-09-01,All working ages (15+),2016-09-01,Participation Rate,Males,72.5,72.5
October 2015,M,2016-09-01,2015-10-01,All working ages (15+),2016-10-01,Participation Rate,Males,71.9,71.9
November 2015,M,2016-10-01,2015-11-01,All working ages (15+),2016-11-01,Participation Rate,Males,71,71
December 2015,M,2016-11-01,2015-12-01,All working ages (15+),2016-12-01,Participation Rate,Males,71,71
January 2016,M,2016-12-01,2016-01-01,All working ages (15+),2017-01-01,Participation Rate,Males,70.3,70.3
February 2016,M,2017-01-01,2016-02-01,All working ages (15+),2017-02-01,Participation Rate,Males,69.5,69.5
March 2016,M,2017-02-01,2016-03-01,All working ages (15+),2017-03-01,Participation Rate,Males,69.3,69.3
April 2016,M,2017-03-01,2016-04-01,All working ages (15+),2017-04-01,Participation Rate,Males,69.1,69.1
May 2016,M,2017-04-01,2016-05-01,All working ages (15+),2017-05-01,Participation Rate,Males,69.4,69.4
June 2016,M,2017-05-01,2016-06-01,All working ages (15+),2017-06-01,Participation Rate,Males,69.3,69.3
July 2016,M,2017-06-01,2016-07-01,All working ages (15+),2017-07-01,Participation Rate,Males,69.9,69.9
August 2016,M,2017-07-01,2016-08-01,All working ages (15+),2017-08-01,Participation Rate,Males,70.4,70.4
September 2016,M,2017-08-01,2016-09-01,All working ages (15+),2017-09-01,Participation Rate,Males,70.8,70.8
October 2016,M,2017-09-01,2016-10-01,All working ages (15+),2017-10-01,Participation Rate,Males,69.9,69.9
November 2016,M,2017-10-01,2016-11-01,All working ages (15+),2017-11-01,Participation Rate,Males,69.7,69.7
December 2016,M,2017-11-01,2016-12-01,All working ages (15+),2017-12-01,Participation Rate,Males,69.7,69.7
January 2017,M,2017-12-01,2017-01-01,All working ages (15+),2018-01-01,Participation Rate,Males,70.2,70.2
February 2017,M,2018-01-01,2017-02-01,All working ages (15+),2018-02-01,Participation Rate,Males,70.7,70.7
March 2017,M,2018-02-01,2017-03-01,All working ages (15+),2018-03-01,Participation Rate,Males,70.5,70.5
April 2017,M,2018-03-01,2017-04-01,All working ages (15+),2018-04-01,Participation Rate,Males,70.5,70.5
May 2017,M,2018-04-01,2017-05-01,All working ages (15+),2018-05-01,Participation Rate,Males,70.9,70.9
June 2017,M,2018-05-01,2017-06-01,All working ages (15+),2018-06-01,Participation Rate,Males,71.4,71.4
July 2017,M,2018-06-01,2017-07-01,All working ages (15+),2018-07-01,Participation Rate,Males,72.8,72.8
August 2017,M,2018-07-01,2017-08-01,All working ages (15+),2018-08-01,Participation Rate,Males,73,73
September 2017,M,2018-08-01,2017-09-01,All working ages (15+),2018-09-01,Participation Rate,Males,73,73
October 2017,M,2018-09-01,2017-10-01,All working ages (15+),2018-10-01,Participation Rate,Males,72.4,72.4
November 2017,M,2018-10-01,2017-11-01,All working ages (15+),2018-11-01,Participation Rate,Males,71.8,71.8
December 2017,M,2018-11-01,2017-12-01,All working ages (15+),2018-12-01,Participation Rate,Males,71.4,71.4
January 2018,M,2018-12-01,2018-01-01,All working ages (15+),2019-01-01,Participation Rate,Males,71.2,71.2
February 2018,M,2019-01-01,2018-02-01,All working ages (15+),2019-02-01,Participation Rate,Males,70.6,70.6
March 2018,M,2019-02-01,2018-03-01,All working ages (15+),2019-03-01,Participation Rate,Males,70.4,70.4
April 2018,M,2019-03-01,2018-04-01,All working ages (15+),2019-04-01,Participation Rate,Males,70.3,70.3
May 2018,M,2019-04-01,2018-05-01,All working ages (15+),2019-05-01,Participation Rate,Males,71.3,71.3
June 2018,M,2019-05-01,2018-06-01,All working ages (15+),2019-06-01,Participation Rate,Males,72.1,72.1
July 2018,M,2019-06-01,2018-07-01,All working ages (15+),2019-07-01,Participation Rate,Males,72.8,72.8
August 2018,M,2019-07-01,2018-08-01,All working ages (15+),2019-08-01,Participation Rate,Males,72.9,72.9
September 2018,M,2019-08-01,2018-09-01,All working ages (15+),2019-09-01,Participation Rate,Males,72.3,72.3
October 2018,M,2019-09-01,2018-10-01,All working ages (15+),2019-10-01,Participation Rate,Males,71.6,71.6
November 2018,M,2019-10-01,2018-11-01,All working ages (15+),2019-11-01,Participation Rate,Males,70.7,70.7
December 2018,M,2019-11-01,2018-12-01,All working ages (15+),2019-12-01,Participation Rate,Males,70.3,70.3
January 2019,M,2019-12-01,2019-01-01,All working ages (15+),2020-01-01,Participation Rate,Males,70.5,70.5
February 2019,M,2020-01-01,2019-02-01,All working ages (15+),2020-02-01,Participation Rate,Males,70.7,70.7
March 2019,M,2020-02-01,2019-03-01,All working ages (15+),2020-03-01,Participation Rate,Males,69.9,69.9
April 2019,M,2020-03-01,2019-04-01,All working ages (15+),2020-04-01,Participation Rate,Males,68,68
May 2019,M,2020-04-01,2019-05-01,All working ages (15+),2020-05-01,Participation Rate,Males,66.7,66.7
June 2019,M,2020-05-01,2019-06-01,All working ages (15+),2020-06-01,Participation Rate,Males,68.2,68.2
July 2019,M,2020-06-01,2019-07-01,All working ages (15+),2020-07-01,Participation Rate,Males,70.7,70.7
August 2019,M,2020-07-01,2019-08-01,All working ages (15+),2020-08-01,Participation Rate,Males,72.8,72.8
September 2019,M,2020-08-01,2019-09-01,All working ages (15+),2020-09-01,Participation Rate,Males,72.1,72.1
October 2019,M,2020-09-01,2019-10-01,All working ages (15+),2020-10-01,Participation Rate,Males,71.7,71.7
November 2019,M,2020-10-01,2019-11-01,All working ages (15+),2020-11-01,Participation Rate,Males,70.5,70.5
December 2019,M,2020-11-01,2019-12-01,All working ages (15+),2020-12-01,Participation Rate,Males,70.6,70.6
January 2020,M,2020-12-01,2020-01-01,All working ages (15+),2021-01-01,Participation Rate,Males,71.2,71.2
February 2020,M,2021-01-01,2020-02-01,All working ages (15+),2021-02-01,Participation Rate,Males,71.6,71.6
March 2020,M,2021-02-01,2020-03-01,All working ages (15+),2021-03-01,Participation Rate,Males,72.3,72.3
April 2020,M,2021-03-01,2020-04-01,All working ages (15+),2021-04-01,Participation Rate,Males,72.1,72.1
May 2020,M,2021-04-01,2020-05-01,All working ages (15+),2021-05-01,Participation Rate,Males,72,72
June 2020,M,2021-05-01,2020-06-01,All working ages (15+),2021-06-01,Participation Rate,Males,71.9,71.9
July 2020,M,2021-06-01,2020-07-01,All working ages (15+),2021-07-01,Participation Rate,Males,71.8,71.8
August 2020,M,2021-07-01,2020-08-01,All working ages (15+),2021-08-01,Participation Rate,Males,71.7,71.7
September 2020,M,2021-08-01,2020-09-01,All working ages (15+),2021-09-01,Participation Rate,Males,70.9,70.9
October 2020,M,2021-09-01,2020-10-01,All working ages (15+),2021-10-01,Participation Rate,Males,70.1,70.1
November 2020,M,2021-10-01,2020-11-01,All working ages (15+),2021-11-01,Participation Rate,Males,69.6,69.6
December 2020,M,2021-11-01,2020-12-01,All working ages (15+),2021-12-01,Participation Rate,Males,69.2,69.2
January 2021,M,2021-12-01,2021-01-01,All working ages (15+),2022-01-01,Participation Rate,Males,69,69
February 2021,M,2022-01-01,2021-02-01,All working ages (15+),2022-02-01,Participation Rate,Males,68.5,68.5
March 2021,M,2022-02-01,2021-03-01,All working ages (15+),2022-03-01,Participation Rate,Males,68.3,68.3
May 2006,15 to 24,2007-04-01,2006-05-01,15 to 24 years,2007-05-01,Unemployment Rate,Everyone,10.4,10.4
June 2006,15 to 24,2007-05-01,2006-06-01,15 to 24 years,2007-06-01,Unemployment Rate,Everyone,10.3,10.3
July 2006,15 to 24,2007-06-01,2006-07-01,15 to 24 years,2007-07-01,Unemployment Rate,Everyone,11.1,11.1
August 2006,15 to 24,2007-07-01,2006-08-01,15 to 24 years,2007-08-01,Unemployment Rate,Everyone,9.3,9.3
September 2006,15 to 24,2007-08-01,2006-09-01,15 to 24 years,2007-09-01,Unemployment Rate,Everyone,9.9,9.9
October 2006,15 to 24,2007-09-01,2006-10-01,15 to 24 years,2007-10-01,Unemployment Rate,Everyone,8.9,8.9
November 2006,15 to 24,2007-10-01,2006-11-01,15 to 24 years,2007-11-01,Unemployment Rate,Everyone,9.1,9.1
December 2006,15 to 24,2007-11-01,2006-12-01,15 to 24 years,2007-12-01,Unemployment Rate,Everyone,8.3,8.3
January 2007,15 to 24,2007-12-01,2007-01-01,15 to 24 years,2008-01-01,Unemployment Rate,Everyone,8.9,8.9
February 2007,15 to 24,2008-01-01,2007-02-01,15 to 24 years,2008-02-01,Unemployment Rate,Everyone,8.8,8.8
March 2007,15 to 24,2008-02-01,2007-03-01,15 to 24 years,2008-03-01,Unemployment Rate,Everyone,9.7,9.7
April 2007,15 to 24,2008-03-01,2007-04-01,15 to 24 years,2008-04-01,Unemployment Rate,Everyone,9.5,9.5
May 2007,15 to 24,2008-04-01,2007-05-01,15 to 24 years,2008-05-01,Unemployment Rate,Everyone,10.3,10.3
June 2007,15 to 24,2008-05-01,2007-06-01,15 to 24 years,2008-06-01,Unemployment Rate,Everyone,9.7,9.7
July 2007,15 to 24,2008-06-01,2007-07-01,15 to 24 years,2008-07-01,Unemployment Rate,Everyone,10.8,10.8
August 2007,15 to 24,2008-07-01,2007-08-01,15 to 24 years,2008-08-01,Unemployment Rate,Everyone,10,10
September 2007,15 to 24,2008-08-01,2007-09-01,15 to 24 years,2008-09-01,Unemployment Rate,Everyone,10.7,10.7
October 2007,15 to 24,2008-09-01,2007-10-01,15 to 24 years,2008-10-01,Unemployment Rate,Everyone,10.3,10.3
November 2007,15 to 24,2008-10-01,2007-11-01,15 to 24 years,2008-11-01,Unemployment Rate,Everyone,10.5,10.5
December 2007,15 to 24,2008-11-01,2007-12-01,15 to 24 years,2008-12-01,Unemployment Rate,Everyone,9.8,9.8
January 2008,15 to 24,2008-12-01,2008-01-01,15 to 24 years,2009-01-01,Unemployment Rate,Everyone,9.9,9.9
February 2008,15 to 24,2009-01-01,2008-02-01,15 to 24 years,2009-02-01,Unemployment Rate,Everyone,12.1,12.1
March 2008,15 to 24,2009-02-01,2008-03-01,15 to 24 years,2009-03-01,Unemployment Rate,Everyone,12.9,12.9
April 2008,15 to 24,2009-03-01,2008-04-01,15 to 24 years,2009-04-01,Unemployment Rate,Everyone,14.5,14.5
May 2008,15 to 24,2009-04-01,2008-05-01,15 to 24 years,2009-05-01,Unemployment Rate,Everyone,13.5,13.5
June 2008,15 to 24,2009-05-01,2008-06-01,15 to 24 years,2009-06-01,Unemployment Rate,Everyone,12.9,12.9
September 2010,15 to 24,2011-08-01,2010-09-01,15 to 24 years,2011-09-01,Unemployment Rate,Everyone,14.6,14.6
October 2010,15 to 24,2011-09-01,2010-10-01,15 to 24 years,2011-10-01,Unemployment Rate,Everyone,13.4,13.4
November 2010,15 to 24,2011-10-01,2010-11-01,15 to 24 years,2011-11-01,Unemployment Rate,Everyone,12.8,12.8
December 2010,15 to 24,2011-11-01,2010-12-01,15 to 24 years,2011-12-01,Unemployment Rate,Everyone,11,11
January 2011,15 to 24,2011-12-01,2011-01-01,15 to 24 years,2012-01-01,Unemployment Rate,Everyone,11.8,11.8
February 2011,15 to 24,2012-01-01,2011-02-01,15 to 24 years,2012-02-01,Unemployment Rate,Everyone,12.8,12.8
March 2011,15 to 24,2012-02-01,2011-03-01,15 to 24 years,2012-03-01,Unemployment Rate,Everyone,13.9,13.9
April 2011,15 to 24,2012-03-01,2011-04-01,15 to 24 years,2012-04-01,Unemployment Rate,Everyone,14,14
May 2011,15 to 24,2012-04-01,2011-05-01,15 to 24 years,2012-05-01,Unemployment Rate,Everyone,13.8,13.8
June 2011,15 to 24,2012-05-01,2011-06-01,15 to 24 years,2012-06-01,Unemployment Rate,Everyone,14.1,14.1
July 2011,15 to 24,2012-06-01,2011-07-01,15 to 24 years,2012-07-01,Unemployment Rate,Everyone,13.5,13.5
August 2011,15 to 24,2012-07-01,2011-08-01,15 to 24 years,2012-08-01,Unemployment Rate,Everyone,12,12
September 2011,15 to 24,2012-08-01,2011-09-01,15 to 24 years,2012-09-01,Unemployment Rate,Everyone,11.8,11.8
October 2011,15 to 24,2012-09-01,2011-10-01,15 to 24 years,2012-10-01,Unemployment Rate,Everyone,11.7,11.7
November 2011,15 to 24,2012-10-01,2011-11-01,15 to 24 years,2012-11-01,Unemployment Rate,Everyone,11.2,11.2
December 2011,15 to 24,2012-11-01,2011-12-01,15 to 24 years,2012-12-01,Unemployment Rate,Everyone,11.2,11.2
January 2012,15 to 24,2012-12-01,2012-01-01,15 to 24 years,2013-01-01,Unemployment Rate,Everyone,13,13
February 2012,15 to 24,2013-01-01,2012-02-01,15 to 24 years,2013-02-01,Unemployment Rate,Everyone,14.8,14.8
March 2012,15 to 24,2013-02-01,2012-03-01,15 to 24 years,2013-03-01,Unemployment Rate,Everyone,16.1,16.1
April 2012,15 to 24,2013-03-01,2012-04-01,15 to 24 years,2013-04-01,Unemployment Rate,Everyone,16.2,16.2
May 2012,15 to 24,2013-04-01,2012-05-01,15 to 24 years,2013-05-01,Unemployment Rate,Everyone,16.9,16.9
June 2012,15 to 24,2013-05-01,2012-06-01,15 to 24 years,2013-06-01,Unemployment Rate,Everyone,16.2,16.2
July 2012,15 to 24,2013-06-01,2012-07-01,15 to 24 years,2013-07-01,Unemployment Rate,Everyone,14,14
August 2012,15 to 24,2013-07-01,2012-08-01,15 to 24 years,2013-08-01,Unemployment Rate,Everyone,12.5,12.5
September 2012,15 to 24,2013-08-01,2012-09-01,15 to 24 years,2013-09-01,Unemployment Rate,Everyone,12.8,12.8
