_previousYear,_units,Dataset,Date,Table Names,_valueConnector,Value
2019-05-01,Persons,Air Passengers,2020-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,10895,10895
2019-06-01,Persons,Air Passengers,2020-06-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,20181,20181
2019-07-01,Persons,Air Passengers,2020-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,42077,42077
2019-08-01,Persons,Air Passengers,2020-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,58302,58302
2019-09-01,Persons,Air Passengers,2020-09-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,46108,46108
2019-10-01,Persons,Air Passengers,2020-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,43298,43298
2019-11-01,Persons,Air Passengers,2020-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,37901,37901
2019-12-01,Persons,Air Passengers,2020-12-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,35070,35070
2020-01-01,Persons,Air Passengers,2021-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,30823,30823
2020-02-01,Persons,Air Passengers,2021-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,17230,17230
2020-03-01,Persons,Air Passengers,2021-03-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,20530,20530
2020-04-01,Persons,Air Passengers,2021-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,22797,22797
2020-05-01,Persons,Air Passengers,2021-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,17101,17101
2020-06-01,Persons,Air Passengers,2021-06-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,21645,21645
2020-07-01,Persons,Air Passengers,2021-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,83348,83348
2020-08-01,Persons,Air Passengers,2021-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,192655,192655
2020-09-01,Persons,Air Passengers,2021-09-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,191664,191664
2020-10-01,Persons,Air Passengers,2021-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,188363,188363
2020-11-01,Persons,Air Passengers,2021-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,132241,132241
2020-12-01,Persons,Air Passengers,2021-12-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,158061,158061
2021-01-01,Persons,Air Passengers,2022-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,86665,86665
2021-02-01,Persons,Air Passengers,2022-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,83470,83470
2021-03-01,Persons,Air Passengers,2022-03-01,Economic Dashboard - Manual Data Sheet.xlsx/Air Passengers,160214,160214
2007-11-01,Index,Consumer Confidence,2008-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,88.5,88.5
2008-02-01,Index,Consumer Confidence,2009-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,80.5,80.5
2008-05-01,Index,Consumer Confidence,2009-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,90.8,90.8
2008-08-01,Index,Consumer Confidence,2009-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,100.5,100.5
2008-11-01,Index,Consumer Confidence,2009-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,107.4,107.4
2009-02-01,Index,Consumer Confidence,2010-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,107,107
2009-05-01,Index,Consumer Confidence,2010-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,104.2,104.2
2009-08-01,Index,Consumer Confidence,2010-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,103.7,103.7
2009-11-01,Index,Consumer Confidence,2010-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,102.2,102.2
2010-02-01,Index,Consumer Confidence,2011-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,102.1,102.1
2010-05-01,Index,Consumer Confidence,2011-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,95.2,95.2
2010-08-01,Index,Consumer Confidence,2011-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,94.3,94.3
2010-11-01,Index,Consumer Confidence,2011-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,100.3,100.3
2011-02-01,Index,Consumer Confidence,2012-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,98.3,98.3
2011-05-01,Index,Consumer Confidence,2012-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,95.6,95.6
2011-08-01,Index,Consumer Confidence,2012-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,100,100
2011-11-01,Index,Consumer Confidence,2012-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,104.8,104.8
2012-02-01,Index,Consumer Confidence,2013-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,100.1,100.1
2012-05-01,Index,Consumer Confidence,2013-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,99.1,99.1
2012-08-01,Index,Consumer Confidence,2013-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,102.6,102.6
2012-11-01,Index,Consumer Confidence,2013-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,102,102
2013-02-01,Index,Consumer Confidence,2014-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,102.1,102.1
2013-05-01,Index,Consumer Confidence,2014-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,98.4,98.4
2013-08-01,Index,Consumer Confidence,2014-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,102.5,102.5
2013-11-01,Index,Consumer Confidence,2014-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,102.9,102.9
2014-02-01,Index,Consumer Confidence,2015-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,100.8,100.8
2014-05-01,Index,Consumer Confidence,2015-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,95.9,95.9
2014-08-01,Index,Consumer Confidence,2015-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,96.6,96.6
2014-11-01,Index,Consumer Confidence,2015-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,104.9,104.9
2015-02-01,Index,Consumer Confidence,2016-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,94.1,94.1
2015-05-01,Index,Consumer Confidence,2016-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,100.9,100.9
2015-08-01,Index,Consumer Confidence,2016-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,104.9,104.9
2015-11-01,Index,Consumer Confidence,2016-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,104.6,104.6
2016-02-01,Index,Consumer Confidence,2017-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,103.7,103.7
2016-05-01,Index,Consumer Confidence,2017-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,102.7,102.7
2016-08-01,Index,Consumer Confidence,2017-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,107.1,107.1
2016-11-01,Index,Consumer Confidence,2017-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,104.6,104.6
2017-02-01,Index,Consumer Confidence,2018-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,106.6,106.6
2017-05-01,Index,Consumer Confidence,2018-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,104,104
2017-08-01,Index,Consumer Confidence,2018-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,103.6,103.6
2017-11-01,Index,Consumer Confidence,2018-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,103.6,103.6
2018-02-01,Index,Consumer Confidence,2019-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,107.8,107.8
2018-05-01,Index,Consumer Confidence,2019-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,102,102
2018-08-01,Index,Consumer Confidence,2019-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,103.8,103.8
2018-11-01,Index,Consumer Confidence,2019-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,105.4,105.4
2019-02-01,Index,Consumer Confidence,2020-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,92,92
2019-05-01,Index,Consumer Confidence,2020-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,88,88
2019-08-01,Index,Consumer Confidence,2020-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,83.6,83.6
2019-11-01,Index,Consumer Confidence,2020-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,85.3,85.3
2020-02-01,Index,Consumer Confidence,2021-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,88.5,88.5
2020-05-01,Index,Consumer Confidence,2021-05-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,90.3,90.3
2020-08-01,Index,Consumer Confidence,2021-08-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,94.6,94.6
2020-11-01,Index,Consumer Confidence,2021-11-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,87.9,87.9
2021-02-01,Index,Consumer Confidence,2022-02-01,Economic Dashboard - Manual Data Sheet.xlsx/Consumer Confidence,81.5,81.5
2009-01-01,Persons,Cruise Passengers,2010-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2009-04-01,Persons,Cruise Passengers,2010-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,21488,21488
2009-07-01,Persons,Cruise Passengers,2010-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,155935,155935
2009-10-01,Persons,Cruise Passengers,2010-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,83793,83793
2010-01-01,Persons,Cruise Passengers,2011-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2010-04-01,Persons,Cruise Passengers,2011-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,34867,34867
2010-07-01,Persons,Cruise Passengers,2011-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,140451,140451
2010-10-01,Persons,Cruise Passengers,2011-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,68259,68259
2011-01-01,Persons,Cruise Passengers,2012-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2011-04-01,Persons,Cruise Passengers,2012-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,28599,28599
2011-07-01,Persons,Cruise Passengers,2012-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,132439,132439
2011-10-01,Persons,Cruise Passengers,2012-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,91809,91809
2012-01-01,Persons,Cruise Passengers,2013-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2012-04-01,Persons,Cruise Passengers,2013-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,35371,35371
2012-07-01,Persons,Cruise Passengers,2013-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,140467,140467
2012-10-01,Persons,Cruise Passengers,2013-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,76283,76283
2013-01-01,Persons,Cruise Passengers,2014-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2013-04-01,Persons,Cruise Passengers,2014-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,24633,24633
2013-07-01,Persons,Cruise Passengers,2014-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,105415,105415
2013-10-01,Persons,Cruise Passengers,2014-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,87257,87257
2014-01-01,Persons,Cruise Passengers,2015-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2014-04-01,Persons,Cruise Passengers,2015-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,23787,23787
2014-07-01,Persons,Cruise Passengers,2015-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,117710,117710
2014-10-01,Persons,Cruise Passengers,2015-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,80812,80812
2015-01-01,Persons,Cruise Passengers,2016-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2015-04-01,Persons,Cruise Passengers,2016-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,24876,24876
2015-07-01,Persons,Cruise Passengers,2016-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,122772,122772
2015-10-01,Persons,Cruise Passengers,2016-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,90569,90569
2016-01-01,Persons,Cruise Passengers,2017-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2016-04-01,Persons,Cruise Passengers,2017-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,30443,30443
2016-07-01,Persons,Cruise Passengers,2017-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,152612,152612
2016-10-01,Persons,Cruise Passengers,2017-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,109667,109667
2017-01-01,Persons,Cruise Passengers,2018-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2017-04-01,Persons,Cruise Passengers,2018-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,42072,42072
2017-07-01,Persons,Cruise Passengers,2018-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,165538,165538
2017-10-01,Persons,Cruise Passengers,2018-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,109259,109259
2018-01-01,Persons,Cruise Passengers,2019-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2018-04-01,Persons,Cruise Passengers,2019-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,41816,41816
2018-07-01,Persons,Cruise Passengers,2019-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,171010,171010
2018-10-01,Persons,Cruise Passengers,2019-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,110883,110883
2019-01-01,Persons,Cruise Passengers,2020-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2019-04-01,Persons,Cruise Passengers,2020-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2019-07-01,Persons,Cruise Passengers,2020-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2019-10-01,Persons,Cruise Passengers,2020-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2020-01-01,Persons,Cruise Passengers,2021-01-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2020-04-01,Persons,Cruise Passengers,2021-04-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2020-07-01,Persons,Cruise Passengers,2021-07-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2020-10-01,Persons,Cruise Passengers,2021-10-01,Economic Dashboard - Manual Data Sheet.xlsx/Cruise Passengers,0,0
2010-09-01,(2002=100),Consumer Price Index,2011-09-01,table 18100004.hyper/table 18100004,122.8,122.8
2010-10-01,(2002=100),Consumer Price Index,2011-10-01,table 18100004.hyper/table 18100004,122.9,122.9
2010-11-01,(2002=100),Consumer Price Index,2011-11-01,table 18100004.hyper/table 18100004,122.9,122.9
2010-12-01,(2002=100),Consumer Price Index,2011-12-01,table 18100004.hyper/table 18100004,121.6,121.6
2011-01-01,(2002=100),Consumer Price Index,2012-01-01,table 18100004.hyper/table 18100004,122.4,122.4
2011-02-01,(2002=100),Consumer Price Index,2012-02-01,table 18100004.hyper/table 18100004,123,123
2011-03-01,(2002=100),Consumer Price Index,2012-03-01,table 18100004.hyper/table 18100004,124,124
2011-04-01,(2002=100),Consumer Price Index,2012-04-01,table 18100004.hyper/table 18100004,124.8,124.8
2011-05-01,(2002=100),Consumer Price Index,2012-05-01,table 18100004.hyper/table 18100004,124.2,124.2
2011-06-01,(2002=100),Consumer Price Index,2012-06-01,table 18100004.hyper/table 18100004,123.5,123.5
2011-07-01,(2002=100),Consumer Price Index,2012-07-01,table 18100004.hyper/table 18100004,123.3,123.3
2011-08-01,(2002=100),Consumer Price Index,2012-08-01,table 18100004.hyper/table 18100004,123.8,123.8
2011-09-01,(2002=100),Consumer Price Index,2012-09-01,table 18100004.hyper/table 18100004,124.5,124.5
2011-10-01,(2002=100),Consumer Price Index,2012-10-01,table 18100004.hyper/table 18100004,124.4,124.4
2011-11-01,(2002=100),Consumer Price Index,2012-11-01,table 18100004.hyper/table 18100004,124.3,124.3
2011-12-01,(2002=100),Consumer Price Index,2012-12-01,table 18100004.hyper/table 18100004,123.7,123.7
2012-01-01,(2002=100),Consumer Price Index,2013-01-01,table 18100004.hyper/table 18100004,124.1,124.1
2012-02-01,(2002=100),Consumer Price Index,2013-02-01,table 18100004.hyper/table 18100004,125.2,125.2
2012-03-01,(2002=100),Consumer Price Index,2013-03-01,table 18100004.hyper/table 18100004,125.3,125.3
2012-04-01,(2002=100),Consumer Price Index,2013-04-01,table 18100004.hyper/table 18100004,125.4,125.4
2012-05-01,(2002=100),Consumer Price Index,2013-05-01,table 18100004.hyper/table 18100004,125.1,125.1
2012-06-01,(2002=100),Consumer Price Index,2013-06-01,table 18100004.hyper/table 18100004,125,125
2012-07-01,(2002=100),Consumer Price Index,2013-07-01,table 18100004.hyper/table 18100004,125.1,125.1
2012-08-01,(2002=100),Consumer Price Index,2013-08-01,table 18100004.hyper/table 18100004,125.2,125.2
2012-09-01,(2002=100),Consumer Price Index,2013-09-01,table 18100004.hyper/table 18100004,126,126
2012-10-01,(2002=100),Consumer Price Index,2013-10-01,table 18100004.hyper/table 18100004,125.4,125.4
2012-11-01,(2002=100),Consumer Price Index,2013-11-01,table 18100004.hyper/table 18100004,125.5,125.5
2012-12-01,(2002=100),Consumer Price Index,2013-12-01,table 18100004.hyper/table 18100004,125.4,125.4
2013-01-01,(2002=100),Consumer Price Index,2014-01-01,table 18100004.hyper/table 18100004,126,126
2013-02-01,(2002=100),Consumer Price Index,2014-02-01,table 18100004.hyper/table 18100004,127,127
2013-03-01,(2002=100),Consumer Price Index,2014-03-01,table 18100004.hyper/table 18100004,127.6,127.6
2013-04-01,(2002=100),Consumer Price Index,2014-04-01,table 18100004.hyper/table 18100004,127.7,127.7
2013-05-01,(2002=100),Consumer Price Index,2014-05-01,table 18100004.hyper/table 18100004,128.2,128.2
2013-06-01,(2002=100),Consumer Price Index,2014-06-01,table 18100004.hyper/table 18100004,127.7,127.7
2013-07-01,(2002=100),Consumer Price Index,2014-07-01,table 18100004.hyper/table 18100004,127.5,127.5
2013-08-01,(2002=100),Consumer Price Index,2014-08-01,table 18100004.hyper/table 18100004,127.7,127.7
2013-09-01,(2002=100),Consumer Price Index,2014-09-01,table 18100004.hyper/table 18100004,128.2,128.2
2013-10-01,(2002=100),Consumer Price Index,2014-10-01,table 18100004.hyper/table 18100004,128.2,128.2
2013-11-01,(2002=100),Consumer Price Index,2014-11-01,table 18100004.hyper/table 18100004,127.4,127.4
2013-12-01,(2002=100),Consumer Price Index,2014-12-01,table 18100004.hyper/table 18100004,126.2,126.2
2014-01-01,(2002=100),Consumer Price Index,2015-01-01,table 18100004.hyper/table 18100004,125.8,125.8
2014-02-01,(2002=100),Consumer Price Index,2015-02-01,table 18100004.hyper/table 18100004,126.9,126.9
2014-03-01,(2002=100),Consumer Price Index,2015-03-01,table 18100004.hyper/table 18100004,128.4,128.4
2014-04-01,(2002=100),Consumer Price Index,2015-04-01,table 18100004.hyper/table 18100004,128.3,128.3
2014-05-01,(2002=100),Consumer Price Index,2015-05-01,table 18100004.hyper/table 18100004,128.9,128.9
2014-06-01,(2002=100),Consumer Price Index,2015-06-01,table 18100004.hyper/table 18100004,128.9,128.9
2014-07-01,(2002=100),Consumer Price Index,2015-07-01,table 18100004.hyper/table 18100004,128.9,128.9
2014-08-01,(2002=100),Consumer Price Index,2015-08-01,table 18100004.hyper/table 18100004,128.8,128.8
2014-09-01,(2002=100),Consumer Price Index,2015-09-01,table 18100004.hyper/table 18100004,128.4,128.4
2014-10-01,(2002=100),Consumer Price Index,2015-10-01,table 18100004.hyper/table 18100004,128.8,128.8
2014-11-01,(2002=100),Consumer Price Index,2015-11-01,table 18100004.hyper/table 18100004,128.1,128.1
2014-12-01,(2002=100),Consumer Price Index,2015-12-01,table 18100004.hyper/table 18100004,127.7,127.7
2015-01-01,(2002=100),Consumer Price Index,2016-01-01,table 18100004.hyper/table 18100004,128.2,128.2
2015-02-01,(2002=100),Consumer Price Index,2016-02-01,table 18100004.hyper/table 18100004,128.4,128.4
2015-03-01,(2002=100),Consumer Price Index,2016-03-01,table 18100004.hyper/table 18100004,129,129
2015-04-01,(2002=100),Consumer Price Index,2016-04-01,table 18100004.hyper/table 18100004,129.9,129.9
2015-05-01,(2002=100),Consumer Price Index,2016-05-01,table 18100004.hyper/table 18100004,130.5,130.5
2015-06-01,(2002=100),Consumer Price Index,2016-06-01,table 18100004.hyper/table 18100004,130.6,130.6
2015-07-01,(2002=100),Consumer Price Index,2016-07-01,table 18100004.hyper/table 18100004,130.1,130.1
2015-08-01,(2002=100),Consumer Price Index,2016-08-01,table 18100004.hyper/table 18100004,130.1,130.1
2015-09-01,(2002=100),Consumer Price Index,2016-09-01,table 18100004.hyper/table 18100004,130.6,130.6
2015-10-01,(2002=100),Consumer Price Index,2016-10-01,table 18100004.hyper/table 18100004,130.5,130.5
2015-11-01,(2002=100),Consumer Price Index,2016-11-01,table 18100004.hyper/table 18100004,129.8,129.8
2015-12-01,(2002=100),Consumer Price Index,2016-12-01,table 18100004.hyper/table 18100004,129.5,129.5
2005-05-01,(2002=100),Consumer Price Index,2006-05-01,table 18100004.hyper/table 18100004,110.5,110.5
2005-06-01,(2002=100),Consumer Price Index,2006-06-01,table 18100004.hyper/table 18100004,110.3,110.3
2005-07-01,(2002=100),Consumer Price Index,2006-07-01,table 18100004.hyper/table 18100004,110.5,110.5
2005-08-01,(2002=100),Consumer Price Index,2006-08-01,table 18100004.hyper/table 18100004,110.7,110.7
2005-09-01,(2002=100),Consumer Price Index,2006-09-01,table 18100004.hyper/table 18100004,110,110
2005-10-01,(2002=100),Consumer Price Index,2006-10-01,table 18100004.hyper/table 18100004,109.7,109.7
2005-11-01,(2002=100),Consumer Price Index,2006-11-01,table 18100004.hyper/table 18100004,110,110
2005-12-01,(2002=100),Consumer Price Index,2006-12-01,table 18100004.hyper/table 18100004,109.7,109.7
2006-01-01,(2002=100),Consumer Price Index,2007-01-01,table 18100004.hyper/table 18100004,109.7,109.7
2006-02-01,(2002=100),Consumer Price Index,2007-02-01,table 18100004.hyper/table 18100004,110.6,110.6
2006-03-01,(2002=100),Consumer Price Index,2007-03-01,table 18100004.hyper/table 18100004,111.4,111.4
2006-04-01,(2002=100),Consumer Price Index,2007-04-01,table 18100004.hyper/table 18100004,111.9,111.9
2006-05-01,(2002=100),Consumer Price Index,2007-05-01,table 18100004.hyper/table 18100004,112.5,112.5
2006-06-01,(2002=100),Consumer Price Index,2007-06-01,table 18100004.hyper/table 18100004,112.5,112.5
2006-07-01,(2002=100),Consumer Price Index,2007-07-01,table 18100004.hyper/table 18100004,112.4,112.4
2006-08-01,(2002=100),Consumer Price Index,2007-08-01,table 18100004.hyper/table 18100004,112.2,112.2
2006-09-01,(2002=100),Consumer Price Index,2007-09-01,table 18100004.hyper/table 18100004,112.6,112.6
2006-10-01,(2002=100),Consumer Price Index,2007-10-01,table 18100004.hyper/table 18100004,112.3,112.3
2006-11-01,(2002=100),Consumer Price Index,2007-11-01,table 18100004.hyper/table 18100004,113.1,113.1
2006-12-01,(2002=100),Consumer Price Index,2007-12-01,table 18100004.hyper/table 18100004,113.1,113.1
2007-01-01,(2002=100),Consumer Price Index,2008-01-01,table 18100004.hyper/table 18100004,112.9,112.9
2007-02-01,(2002=100),Consumer Price Index,2008-02-01,table 18100004.hyper/table 18100004,113.4,113.4
2007-03-01,(2002=100),Consumer Price Index,2008-03-01,table 18100004.hyper/table 18100004,113.9,113.9
2007-04-01,(2002=100),Consumer Price Index,2008-04-01,table 18100004.hyper/table 18100004,114.8,114.8
2007-05-01,(2002=100),Consumer Price Index,2008-05-01,table 18100004.hyper/table 18100004,116.2,116.2
2007-06-01,(2002=100),Consumer Price Index,2008-06-01,table 18100004.hyper/table 18100004,116.9,116.9
2007-07-01,(2002=100),Consumer Price Index,2008-07-01,table 18100004.hyper/table 18100004,116.9,116.9
2007-08-01,(2002=100),Consumer Price Index,2008-08-01,table 18100004.hyper/table 18100004,116.9,116.9
2007-09-01,(2002=100),Consumer Price Index,2008-09-01,table 18100004.hyper/table 18100004,116.8,116.8
2007-10-01,(2002=100),Consumer Price Index,2008-10-01,table 18100004.hyper/table 18100004,115.8,115.8
2007-11-01,(2002=100),Consumer Price Index,2008-11-01,table 18100004.hyper/table 18100004,114.5,114.5
2007-12-01,(2002=100),Consumer Price Index,2008-12-01,table 18100004.hyper/table 18100004,113,113
2008-01-01,(2002=100),Consumer Price Index,2009-01-01,table 18100004.hyper/table 18100004,113.1,113.1
2008-02-01,(2002=100),Consumer Price Index,2009-02-01,table 18100004.hyper/table 18100004,113.9,113.9
2008-03-01,(2002=100),Consumer Price Index,2009-03-01,table 18100004.hyper/table 18100004,114.1,114.1
2008-04-01,(2002=100),Consumer Price Index,2009-04-01,table 18100004.hyper/table 18100004,114.7,114.7
2008-05-01,(2002=100),Consumer Price Index,2009-05-01,table 18100004.hyper/table 18100004,115.3,115.3
2008-06-01,(2002=100),Consumer Price Index,2009-06-01,table 18100004.hyper/table 18100004,116,116
2008-07-01,(2002=100),Consumer Price Index,2009-07-01,table 18100004.hyper/table 18100004,116.1,116.1
2008-08-01,(2002=100),Consumer Price Index,2009-08-01,table 18100004.hyper/table 18100004,116.2,116.2
2008-09-01,(2002=100),Consumer Price Index,2009-09-01,table 18100004.hyper/table 18100004,116.3,116.3
2008-10-01,(2002=100),Consumer Price Index,2009-10-01,table 18100004.hyper/table 18100004,115.4,115.4
2008-11-01,(2002=100),Consumer Price Index,2009-11-01,table 18100004.hyper/table 18100004,116.5,116.5
2008-12-01,(2002=100),Consumer Price Index,2009-12-01,table 18100004.hyper/table 18100004,115.8,115.8
2009-01-01,(2002=100),Consumer Price Index,2010-01-01,table 18100004.hyper/table 18100004,116.3,116.3
2009-02-01,(2002=100),Consumer Price Index,2010-02-01,table 18100004.hyper/table 18100004,116.3,116.3
